qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,ssend,evalue,bitscore,consensus,qcov,Taxon
OTU_955,HK241575.1.1453,98.825,1447,9,7,4,1443,1,1446,0,2575,isoCon,99.5162404975812,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;unidentified
OTU_955,JF113984.1.1349,97.335,1351,31,5,4,1351,1,1349,0,2290,isoCon,99.7779422649889,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_955,JF239508.1.1349,99.407,1349,7,1,4,1351,1,1349,0,2446,isoCon,99.9258710155671,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_955,LT598577.1.1491,97.727,1452,18,11,1,1443,18,1463,0,2484,isoCon,99.3801652892562,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;Peptoniphilus urinimassiliensis
OTU_956,AB008206.1.1556,100,1515,0,0,1,1515,4,1518,0,2798,isoCon,100,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_956,AF243170.1.1508,99.464,1493,5,3,21,1512,1,1491,0,2710,isoCon,99.9330207635633,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_956,AF257096.1.1518,99.867,1499,2,0,17,1515,1,1499,0,2758,isoCon,100,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_956,AF257097.1.1518,100,1499,0,0,17,1515,1,1499,0,2769,isoCon,100,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_956,CP012389.1681400.1682973,98.812,1515,18,0,1,1515,14,1528,0,2699,isoCon,100,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus amylovorus
OTU_956,DQ333457.1.1517,99.865,1482,1,1,34,1515,19,1499,0,2724,isoCon,100,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_956,EF120374.1.1550,99.934,1515,1,0,1,1515,3,1517,0,2793,isoCon,100,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_956,FM874250.1.1516,99.266,1499,11,0,17,1515,1,1499,0,2708,isoCon,100,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
OTU_956,FN692037.445456.447007,99.934,1515,1,0,1,1515,5,1519,0,2793,isoCon,100,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_956,FN692037.1669931.1671482,99.868,1515,2,0,1,1515,5,1519,0,2787,isoCon,100,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_957,AB008206.1.1556,99.667,1502,2,1,1,1499,17,1518,0,2743,isoCon,99.8002663115846,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_957,AF243170.1.1508,99.129,1493,7,4,8,1496,1,1491,0,2680,isoCon,99.7320830542532,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_957,AF257096.1.1518,99.533,1499,4,1,4,1499,1,1499,0,2726,isoCon,99.7998665777185,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_957,AF257097.1.1518,99.666,1499,2,1,4,1499,1,1499,0,2737,isoCon,99.7998665777185,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_957,DQ316398.1.1518,99.124,1484,8,3,21,1499,16,1499,0,2663,isoCon,99.6630727762803,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_957,DQ333457.1.1517,99.528,1482,3,2,21,1499,19,1499,0,2695,isoCon,99.7975708502024,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_957,EF120374.1.1550,99.667,1502,2,1,1,1499,16,1517,0,2743,isoCon,99.8002663115846,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_957,FM874250.1.1516,98.933,1499,13,1,4,1499,1,1499,0,2676,isoCon,99.7998665777185,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
OTU_957,FN692037.445456.447007,99.667,1502,2,1,1,1499,18,1519,0,2743,isoCon,99.8002663115846,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_957,FN692037.1669931.1671482,99.601,1502,3,1,1,1499,18,1519,0,2737,isoCon,99.8002663115846,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus
OTU_958,FLQT01000003.46.1553,97.686,1469,26,8,1,1465,5,1469,0,2518,isoCon,99.7277059223962,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_958,FLQT01000003.189534.191041,98.567,1465,21,0,1,1465,5,1469,0,2590,isoCon,100,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_958,GU938836.1.1465,97.18,1454,40,1,12,1465,1,1453,0,2457,isoCon,100,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;Peptoniphilus coxii
OTU_958,GY147996.1.1417,98.168,1419,22,4,34,1450,1,1417,0,2473,isoCon,99.8590556730092,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;unidentified
OTU_958,HK241575.1.1453,99.174,1453,7,5,17,1465,1,1452,0,2615,isoCon,99.7247075017206,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;unidentified
OTU_958,HM021409.1.1446,97.006,1403,40,2,43,1445,26,1426,0,2357,isoCon,100,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_958,JF113984.1.1349,97.557,1351,29,4,17,1365,1,1349,0,2309,isoCon,99.8519615099926,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_958,JF239508.1.1349,99.629,1349,5,0,17,1365,1,1349,0,2464,isoCon,100,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_958,LT598577.1.1491,98.029,1471,17,9,1,1465,5,1469,0,2545,isoCon,99.5921142080218,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;Peptoniphilus urinimassiliensis
OTU_959,DQ986463.1.1394,99.57,1394,4,1,59,1450,1,1394,0,2545,isoCon,99.8565279770445,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;Peptoniphilus asaccharolyticus
OTU_959,FCEX01000012.769211.770715,97.059,1462,37,4,1,1458,21,1480,0,2457,isoCon,99.7264021887825,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_959,GQ006447.1.1346,98.663,1346,16,1,1,1344,1,1346,0,2385,isoCon,99.851411589896,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_959,HM021370.1.1433,98.797,1413,12,4,15,1424,4,1414,0,2510,isoCon,99.7876857749469,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_959,HM021422.1.1424,98.943,1419,8,6,12,1428,5,1418,0,2531,isoCon,99.8590556730092,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_959,HM021447.1.1430,98.383,1422,13,7,15,1428,6,1425,0,2490,isoCon,99.4374120956399,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_959,Y07839.1.1476,98.425,1460,20,2,1,1458,1,1459,0,2566,isoCon,99.8630136986301,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;Peptoniphilus harei
OTU_960,EU427463.1.1403,99.501,1403,2,3,38,1435,1,1403,0,2547,isoCon,99.6436208125445,Bacteria;Firmicutes;Bacilli;Staphylococcales;Gemellaceae;Gemella;Gemella asaccharolytica
OTU_961,AB626634.1.1465,99.307,1443,6,3,1,1439,23,1465,0,2606,isoCon,99.7227997227997,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister;Dialister propionicifaciens
OTU_961,AM697028.1.1524,98.738,1506,11,5,1,1499,3,1507,0,2675,isoCon,99.535192563081,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister
OTU_961,FM874139.1.1521,98.336,1502,22,2,1,1499,3,1504,0,2632,isoCon,99.8002663115846,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister
OTU_961,HM021452.1.1466,97.752,1468,23,9,8,1470,3,1465,0,2519,isoCon,99.6594005449591,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister
OTU_961,HM021531.1.1465,99.111,1462,7,5,10,1468,3,1461,0,2623,isoCon,99.7948016415869,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister
OTU_961,HQ771209.1.1498,98.463,1496,14,8,1,1488,4,1498,0,2627,isoCon,99.4652406417112,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister
OTU_961,HQ772978.1.1474,98.439,1473,19,3,1,1469,2,1474,0,2590,isoCon,99.7284453496266,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister
OTU_961,HQ773062.1.1490,98.121,1490,18,9,10,1489,1,1490,0,2588,isoCon,99.3288590604027,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister
OTU_961,HQ773286.1.1476,98.439,1473,17,4,1,1467,4,1476,0,2588,isoCon,99.5926680244399,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister
OTU_961,HQ814909.1.1491,98.626,1456,15,4,1,1452,11,1465,0,2573,isoCon,99.7252747252747,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister
OTU_962,AF243160.1.1509,98.777,1472,13,4,3,1472,1,1469,0,2614,isoCon,99.8641304347826,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
OTU_962,AF243161.1.1512,98.846,1473,12,4,3,1472,1,1471,0,2621,isoCon,99.79633401222,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus jensenii
OTU_962,AF243176.1.1496,99.247,1460,5,5,16,1472,1,1457,0,2630,isoCon,99.7945205479452,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus jensenii
OTU_962,AY958934.1.1556,99.457,1474,4,3,1,1472,31,1502,0,2675,isoCon,99.8643147896879,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
OTU_962,AY958973.1.1516,98.499,1466,17,4,1,1463,31,1494,0,2580,isoCon,99.7953615279673,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
OTU_962,CP018809.500868.502438,99.389,1474,5,3,1,1472,30,1501,0,2669,isoCon,99.8643147896879,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus jensenii
OTU_962,CP018809.1347636.1349206,99.322,1474,6,3,1,1472,30,1501,0,2663,isoCon,99.8643147896879,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus jensenii
OTU_962,CP018809.1516019.1517589,99.525,1474,3,3,1,1472,30,1501,0,2680,isoCon,99.8643147896879,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus jensenii
OTU_962,MH327501.1.1445,99.276,1382,4,5,4,1383,6,1383,0,2492,isoCon,99.8552821997106,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus jensenii
OTU_962,Y18654.1.1421,99.368,1425,2,5,8,1429,1,1421,0,2575,isoCon,99.7894736842105,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus fornicalis
OTU_963,AB729072.1.1487,97.266,1463,37,2,1,1460,19,1481,0,2477,isoCon,99.7949419002051,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Parvimonas micra
OTU_963,AY323523.1.1481,97.194,1461,38,2,3,1460,1,1461,0,2468,isoCon,99.7946611909651,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Parvimonas micra
OTU_963,CP009761.556932.558467,97.266,1463,37,2,1,1460,28,1490,0,2477,isoCon,99.7949419002051,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Parvimonas micra
OTU_963,CP031971.1225745.1227274,97.198,1463,38,2,1,1460,28,1490,0,2471,isoCon,99.7949419002051,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Parvimonas micra
OTU_963,CP031971.1657990.1659519,97.266,1463,37,2,1,1460,28,1490,0,2477,isoCon,99.7949419002051,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Parvimonas micra
OTU_963,HE681344.1.1515,97.813,1463,29,2,1,1460,20,1482,0,2521,isoCon,99.7949419002051,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas
OTU_963,HQ774147.1.1438,97.29,1439,34,3,20,1454,1,1438,0,2436,isoCon,99.7220291869354,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas
OTU_963,LSDF01000011.85.1597,99.795,1462,1,1,1,1460,19,1480,0,2682,isoCon,99.8632010943912,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas
OTU_964,AF542230.1.1406,99.644,1406,2,2,42,1444,1,1406,0,2566,isoCon,99.7866287339971,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;Peptoniphilus lacrimalis
OTU_964,ARKX01000002.39.1419,99.777,1345,1,1,120,1462,1,1345,0,2466,isoCon,99.8513011152416,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;Peptoniphilus lacrimalis
OTU_964,FJ557937.1.1384,97.031,1381,33,7,1,1377,8,1384,0,2316,isoCon,99.7103548153512,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_964,KC001234.1.1356,97.705,1351,28,2,1,1349,7,1356,0,2320,isoCon,99.8519615099926,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;unidentified marine
OTU_965,AY995237.1.1352,98.579,1337,8,8,26,1355,3,1335,0,2353,isoCon,99.4764397905759,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus
OTU_965,CP014159.241857.243412,99.4,1500,1,4,1,1492,12,1511,0,2713,isoCon,99.4666666666667,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii
OTU_965,CP014159.717389.718944,99.267,1500,3,4,1,1492,12,1511,0,2702,isoCon,99.4666666666667,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii
OTU_965,CP014159.1005726.1007281,99.2,1500,4,4,1,1492,12,1511,0,2697,isoCon,99.4666666666667,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii
OTU_965,GQ099535.1.1371,98.76,1371,10,4,17,1380,1,1371,0,2431,isoCon,99.489423778264,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus
OTU_965,Y17318.1.1501,99.326,1484,2,4,17,1492,1,1484,0,2678,isoCon,99.4609164420485,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii
OTU_966,AY995237.1.1352,98.728,1337,8,7,20,1351,3,1335,0,2366,isoCon,99.6260284218399,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus
OTU_966,CP014159.241857.243412,99.599,1495,0,3,1,1489,18,1512,0,2723,isoCon,99.5986622073579,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii
OTU_966,CP014159.717389.718944,99.465,1495,2,3,1,1489,18,1512,0,2712,isoCon,99.5986622073579,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii
OTU_966,CP014159.1005726.1007281,99.398,1495,3,3,1,1489,18,1512,0,2706,isoCon,99.5986622073579,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii
OTU_966,GQ099535.1.1371,98.906,1371,10,3,11,1376,1,1371,0,2444,isoCon,99.63530269876,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus
OTU_966,Y17318.1.1501,99.461,1485,2,3,11,1489,1,1485,0,2693,isoCon,99.5959595959596,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii
OTU_967,AB729072.1.1487,97.053,1459,37,3,1,1453,8,1466,0,2451,isoCon,99.5887594242632,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Parvimonas micra
OTU_967,AY323523.1.1481,97.095,1446,36,3,14,1453,1,1446,0,2433,isoCon,99.5850622406639,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Parvimonas micra
OTU_967,CP009761.556932.558467,97.053,1459,37,3,1,1453,17,1475,0,2451,isoCon,99.5887594242632,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Parvimonas micra
OTU_967,CP031971.1657990.1659519,97.053,1459,37,3,1,1453,17,1475,0,2451,isoCon,99.5887594242632,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Parvimonas micra
OTU_967,HE681344.1.1515,97.601,1459,29,3,1,1453,9,1467,0,2495,isoCon,99.5887594242632,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas
OTU_967,HQ774147.1.1438,97.133,1430,33,4,31,1453,1,1429,0,2407,isoCon,99.5104895104895,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas
OTU_967,LSDF01000011.85.1597,99.588,1458,1,2,1,1453,8,1465,0,2654,isoCon,99.6570644718793,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas
OTU_968,AB729072.1.1487,97.253,1456,36,3,1,1452,11,1466,0,2464,isoCon,99.7252747252747,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Parvimonas micra
OTU_968,AY323523.1.1481,97.234,1446,36,3,11,1452,1,1446,0,2446,isoCon,99.7233748271093,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Parvimonas micra
OTU_968,CP009761.556932.558467,97.253,1456,36,3,1,1452,20,1475,0,2464,isoCon,99.7252747252747,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Parvimonas micra
OTU_968,CP031971.1225745.1227274,97.184,1456,37,3,1,1452,20,1475,0,2459,isoCon,99.7252747252747,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Parvimonas micra
OTU_968,CP031971.1657990.1659519,97.253,1456,36,3,1,1452,20,1475,0,2464,isoCon,99.7252747252747,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Parvimonas micra
OTU_968,HE681344.1.1515,97.799,1454,28,3,3,1452,14,1467,0,2505,isoCon,99.7248968363136,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas
OTU_968,HQ774147.1.1438,97.273,1430,33,4,28,1452,1,1429,0,2420,isoCon,99.6503496503496,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas
OTU_968,LSDF01000011.85.1597,99.794,1455,0,2,1,1452,11,1465,0,2667,isoCon,99.7938144329897,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas
OTU_969,AB729072.1.1487,97.41,1467,36,2,1,1465,11,1477,0,2497,isoCon,99.8636673483299,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Parvimonas micra
OTU_969,AF287767.1.1486,97.001,1467,40,4,2,1465,12,1477,0,2462,isoCon,99.7955010224949,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas
OTU_969,AY323523.1.1481,97.323,1457,37,2,11,1465,1,1457,0,2473,isoCon,99.8627316403569,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Parvimonas micra
OTU_969,CP009761.556932.558467,97.41,1467,36,2,1,1465,20,1486,0,2497,isoCon,99.8636673483299,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Parvimonas micra
OTU_969,CP031971.1225745.1227274,97.342,1467,37,2,1,1465,20,1486,0,2492,isoCon,99.8636673483299,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Parvimonas micra
OTU_969,CP031971.1657990.1659519,97.41,1467,36,2,1,1465,20,1486,0,2497,isoCon,99.8636673483299,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Parvimonas micra
OTU_969,HE681344.1.1515,97.952,1465,28,2,3,1465,14,1478,0,2538,isoCon,99.8634812286689,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas
OTU_969,JN713200.1.1516,97.067,1466,42,1,1,1465,10,1475,0,2468,isoCon,99.9317871759891,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas
OTU_969,LSDF01000011.85.1597,99.932,1466,0,1,1,1465,11,1476,0,2700,isoCon,99.9317871759891,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas
OTU_970,LSCW01000063.37.1552,99.319,1468,5,3,1,1463,5,1472,0,2651,isoCon,99.6594005449591,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Parvimonas;Tissierellia bacterium
OTU_971,AB547639.1.1489,99.595,1483,5,1,10,1491,1,1483,0,2704,isoCon,99.9325691166554,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Ezakiella;[Bacteroides] coagulans
OTU_971,AY169425.1.1500,98.527,1494,15,7,1,1491,5,1494,0,2630,isoCon,99.7991967871486,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Ezakiella;Finegoldia magna
OTU_971,GQ043033.1.1362,98.533,1363,17,3,17,1377,1,1362,0,2403,isoCon,99.8532648569332,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Ezakiella
OTU_971,GQ130119.1.1468,98.84,1465,7,10,28,1491,1,1456,0,2603,isoCon,99.9317406143345,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Ezakiella
OTU_971,HF558387.1.1473,99.525,1473,5,2,17,1487,1,1473,0,2680,isoCon,99.8642226748133,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Ezakiella;[Bacteroides] coagulans
OTU_971,HM021401.1.1445,99.368,1424,7,2,35,1457,13,1435,0,2579,isoCon,99.9297752808989,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Ezakiella
OTU_971,HM021504.1.1440,99.026,1437,7,7,27,1462,3,1433,0,2569,isoCon,99.9304105775922,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Ezakiella
OTU_971,HM266694.1.1361,98.752,1362,15,2,17,1377,1,1361,0,2420,isoCon,99.9265785609398,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Ezakiella
OTU_971,JF175448.1.1359,98.825,1362,12,4,17,1377,1,1359,0,2423,isoCon,99.9265785609398,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Ezakiella
OTU_971,JF176204.1.1361,98.606,1363,15,4,17,1377,1,1361,0,2410,isoCon,99.8532648569332,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Ezakiella
OTU_972,FLQT01000003.46.1553,97.334,1463,29,10,1,1457,5,1463,0,2477,isoCon,99.5898838004101,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_972,FLQT01000003.189534.191041,98.218,1459,24,2,1,1457,5,1463,0,2549,isoCon,99.8629198080877,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_972,GY147996.1.1417,97.815,1419,25,6,34,1448,1,1417,0,2444,isoCon,99.7181113460183,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;unidentified
OTU_972,HK241575.1.1453,98.825,1447,10,7,17,1457,1,1446,0,2575,isoCon,99.5853489979267,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;unidentified
OTU_972,JF113984.1.1349,97.187,1351,32,6,17,1363,1,1349,0,2279,isoCon,99.7039230199852,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_972,JF239508.1.1349,99.259,1349,8,2,17,1363,1,1349,0,2435,isoCon,99.8517420311342,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus
OTU_972,LT598577.1.1491,97.679,1465,20,11,1,1457,5,1463,0,2505,isoCon,99.4539249146758,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Peptoniphilus;Peptoniphilus urinimassiliensis
OTU_973,AB547639.1.1489,99.663,1483,3,1,10,1490,1,1483,0,2710,isoCon,99.8651382333109,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Ezakiella;[Bacteroides] coagulans
